ID,URL,Priority,Name,Description,Automation State,Domain,Created By,Variant1,Test Type,Variant2,DO NOT UPDATE - Legacy Requirements Set Name 1,DO NOT UPDATE - Legacy Requirements Set Name 2
33328,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_6173?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Standard_Call,To verify PropertyChanged notification for terminating Active Call,Can't be Automated,Bluetooth,"Kumar, Naveen",Genivi_Service,Unassigned,HFP,,Functional
34263,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7420?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,DTMF,To Verify Send DTMF(1234567) from HU and check for behaviour,Can't be Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,HFP,CTRS-NAT-1845,Functional
33394,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_6239?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Voice_Recognition,To verify PropertyChanged notification for Deactivate Voice Recognition,Can't be Automated,Bluetooth,"Kumar, Naveen",Genivi_Service,Unassigned,HFP,SW-BTTH-027,Functional
32819,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5424?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,setConfigurationParameters,To validate that images get auto sync on HU restart when image static buffer configuration is set,Can't be Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,CCCONTELE-377,Functional
33388,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_6233?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Conference_Call,To verify action for Resume held conference Call - From the connected Mobile Device,Can't be Automated,Bluetooth,"Kumar, Naveen",Genivi_Service,Unassigned,HFP,SW-BTTH-018,Functional
32814,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5419?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,setConfigurationParameters,To verify that older data get deleted if databse size that has been configured has been met,Can't be Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,CTRS-CONBTSVCS-110,Functional
33389,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_6234?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Conference_Call,To verify PropertyChanged notification for Resume held conference Call,Can't be Automated,Bluetooth,"Kumar, Naveen",Genivi_Service,Unassigned,HFP,"SW-BTTH-007""",Functional
33391,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_6236?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Voice_Recognition,To verify PropertyChanged notification for Activate Voice Recognition,Can't be Automated,Bluetooth,"Kumar, Naveen",Genivi_Service,Unassigned,HFP,SW-BTTH-026,Functional
33411,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_6256?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,3-Way_Calling,To verify action Release and Hold to place the waiting Call on Hold,Can't be Automated,Bluetooth,"Kumar, Naveen",Genivi_Service,Unassigned,HFP,SW-BTTH-012,Functional
33040,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5675?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Autoconnection,To validate the autoconnection feature when 2 different service are connected to 2 different phones and ACC cycle is performed,Pending,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,GAP,,Functional
60732,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:60732?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,HFP/AG/ACS/BV-02-I,To verify the capability of the IUT for initiating an audio connection with an HF. The HF requests only SCO connections.,Pending,Bluetooth,"Sai Sukanya, Potnuru",WiCoME,PTS,AG_HFP,Unassigned,PTS
59897,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:59897?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Voice Server Support Upto 20KHz,To verify sampling rate for OEM NAD,Pending,Bluetooth,"Vijay, Pawan",Telematics,Sanity,VoIP,Unassigned,Functional
43553,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:43553?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,User Profile Switching,To verify device connection upon user profile switching,Pending,Bluetooth,"Prakash, Shravya",Android-O,Unassigned,GAP,Unassigned,Functional
47658,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:47658?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,HFP support on both devices,To verify the call status of incoming call on second device when conference call available on deviceA,Pending,Bluetooth,"Prakash, Shravya",Android-Q,Unassigned,HFP,Unassigned,Functional
34583,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7782?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Download of SMS,To verify download of SMS on two Mobiles,Pending,Bluetooth,"Kumar, Naveen",WiCoME,IOP,MAP,,Functional
40904,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9213?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,BTSA,To verify if HU is able to display a message to the HU screen when it is Reading the BTSA device,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Unassigned,AVRCP,230845,Functional
32410,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5006?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Streaming,Start streaming from MO,Pending,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,A2DP,Unassigned,Functional
41413,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9722?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,SIM contacts download,To verify download of SIM contacts is unsuccessful after PBAP download request is not accepted on MO(Allow it to timeout),Pending,Bluetooth,"Kumar, Naveen",Android-O,IOP,PBAP,Unassigned,Functional
40911,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9220?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Calling,To verify HFP Features in Pre start,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Unassigned,HFP,238922,Functional
60830,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:60830?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,"public void setBluetoothDeviceConnectionPriority(BluetoothDevice deviceToSet, int profileToSet, @PriorityType int priorityToSet)","To verify public void setBluetoothDeviceConnectionPriority(BluetoothDevice deviceToSet, int profileToSet, @PriorityType int priorityToSet) API functionality",Pending,Bluetooth,"Umesh, Pranesh",Android-Q,API,GAP,Unassigned,Functional
40693,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9002?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Connection,To verify if HU is able to present a means to modify the priority of paired devices for HF,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Unassigned,GAP,232892,Functional
40674,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8983?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Contacts_Recents,To verify if HU is able to allow the user to access just the first set of call log records for each call log type in whatever order they?were received.,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Unassigned,PBAP,226496,Functional
61362,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:61362?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,C,Remote Device command to play music during iOS device connection,To verify playback on HU when enable_ios_remote_play is set to False,Pending,Bluetooth,"Simpi2, Manjunath","Android-O, Android-Q",Sanity,PBAP,Unassigned,"Functional
"
41209,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9518?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Calling,Active call interruptions- Aborted IGN cycle,Pending,Bluetooth,"Kumar, Naveen",Android-O,IOP,HFP,Unassigned,Functional
34376,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7574?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Connection,To verify getting timestamp from connected Mobile,Pending,Bluetooth,"Kumar, Naveen",WiCoME,IOP,HFP,CTRS-PHONE-460,Functional
31616,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_3615?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Network Operator,To verify the Network Operator  of Mobile,Pending,Bluetooth,"Kumar, Naveen",Android-O,Unassigned,GAP,Unassigned,Functional
42495,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:42495?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,BT_Siri_Eyes,To Verify BT VR initiated from HU when user engage reverse gear,Pending,Bluetooth,"Jaiswal, Prerana",Unassigned,Performance,BSS,Unassigned,Unassigned
32226,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_4278?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Bluetooth_Network_Information,To verify Network Operator Name on HU,Pending,Bluetooth,"Kumar, Naveen",Android-O,Unassigned,HFP,1130031,Negative
44578,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_54946?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,"""boolean setPriority(in BluetoothDevice device, int priority);""","To verify boolean setPriority(in BluetoothDevice device, int priority) API functionality",Pending,Bluetooth,"Kumar, Naveen",Android-O,API,PBAP,,Functional
45907,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:45907?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,I2S Support,To verify the second sco connection with two mobile phones,Pending,Bluetooth,"Ahuja, Shilpa",WiCoME,Unassigned,HFP,Unassigned,Functional
41227,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9536?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Calling,Conference(Merged) call interruptions- Aborted IGN cycle,Pending,Bluetooth,"Kumar, Naveen",Android-O,IOP,HFP,Unassigned,Functional
34409,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7607?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,SCO connect,To verify loopback feature where call should be heard on Headset,Pending,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,HFP,CTRS-NAT-1842,Functional
41147,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9456?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Calling,Outgoing call success from HU- One Phone connected,Pending,Bluetooth,"Kumar, Naveen","Android-O, Android-Q",IOP,HFP,Unassigned,Functional
40717,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9026?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Messages,To verify if HU is able to display incoming message notification when in phone app,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Unassigned,MAP,226519,Functional
40695,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9004?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Connection,To verify if HU is able to remove a phone from paired device list when authentication to that phone fails,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Unassigned,GAP,232895,Functional
42922,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:42922?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Bluetooth Headphone Deletion and Disconnection,To verify disconnection after BT ON/OFF from FPDM,Pending,Bluetooth,"Vijay, Pawan",Domain_Service,API,BT_Service,Unassigned,Functional
42970,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:42970?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,FPDM as Source,To verify CTSendPlayerApplicationSettings command from FPDM,Pending,Bluetooth,"Vijay, Pawan",Domain_Service,API,BT_Service,Unassigned,Functional
34394,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7592?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Eyes Free Mode,To verify Eyes Free Mode is enabled during connection for apple device in a stress of 10.,Pending,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,HFP,CTRS-PHONE-473,Functional
43990,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:43990?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,FPDM KPIs,To verify the KPI marker on startDeviceSearch API,Pending,Bluetooth,"Ahuja, Shilpa",FCA FPDM,KPI,BT_Service,Unassigned,KPI
40705,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9014?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Connection,To verify if HU is able to disconnect a connected phone and remove contacts and recents from HMI,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Unassigned,GAP,243966,Functional
40706,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9015?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Connection,To verify if HU is able to delete the device from all paired device list,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Unassigned,GAP,243965,Functional
44790,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_55158?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,"""boolean setPhonebookAccessPermission(in BluetoothDevice device, int value);""","To verify boolean setPhonebookAccessPermission(in BluetoothDevice device, int value) API functionality",Pending,Bluetooth,"Kumar, Naveen",Android-O,API,GAP,,Functional
41614,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9923?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,TC_PCE_PBD_BV_38_C,Download X-BT-UCI property when supported.,Pending,Bluetooth,"Kumar, Naveen",WiCoME,PTS,PBAP,Unassigned,PTS
40710,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9019?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Pairing,To verify whether no paging occurs for previously paired device when HU is in sleep Mode,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Unassigned,GAP,232896,Functional
32868,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5476?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Autoconnect + Merge,To validate that merge/unmerge fcuntionality works fine on autoconnection,Pending,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,2271239,Functional
32543,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5144?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Mount Point for iAP2,To validate that mountPointAvailability event is generated on iAP2 connection/disconnection,Pending,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,HFP,CTRS-CONBTSVCS-189,Functional
40713,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9022?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Connection,To Verify if the device returns BT Friendly name,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Unassigned,GAP,321610,Functional
43922,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:43922?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,FPDM power modes,To verify the the Bluetooth status with power mode state as VPM_DORMANT,Pending,Bluetooth,"Ahuja, Shilpa",FCA FPDM,Sanity,A2DP,Unassigned,Functional
43768,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:43768?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Frequent Dialed List,To verify sorting in frequent dialed list with same recent dialed call count,Pending,Bluetooth,"Ahuja, Shilpa",Domain_Service,Unassigned,PBAP,Unassigned,Functional
34432,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7630?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Call_Handling_Basic,To verify Siri functionality when we disable  Apple custom settings from pss.cfg,Pending,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,HFP,2504382,Functional
40719,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9028?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Messages,To verify if HU is able to handle incoming call and incoming message notifications simultaneously,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Sanity,MAP,,Functional
44795,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_55163?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,"""void sendConnectionStateChange(in BluetoothDevice device, int profile, int state, int prevState);""","To verify void sendConnectionStateChange(in BluetoothDevice device, int profile, int state, int prevState) API functionality",Pending,Bluetooth,"Kumar, Naveen",Android-O,API,GAP,,Functional
40728,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9037?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,BTSA,To verify whether HU support the AAC+ v2.0 (or higher) audio codec for BT connected devices.,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Sanity,AVRCP,,Functional
34424,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7622?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Remote Volume Control,To verify AT+VGS and AT+VGM commands are not send from HU if it does not supports remote volume control,Pending,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,HFP,2474975,Functional
34425,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7623?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Remote Volume Control,To verify AT+VGS and AT+VGM commands are send from HU with proper value set in pss.cfg if it supports remote volume control,Pending,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,HFP,2474975,Functional
41148,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9457?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Calling,Outgoing call success from Phone- One Phone connected,Pending,Bluetooth,"Kumar, Naveen","Android-O, Android-Q",IOP,HFP,Unassigned,Functional
40765,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9074?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Connection,To verify if HU is not able to display any signal strength when no phone is connected for HFP via Bluetooth,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Sanity,GAP,,Functional
43205,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:43205?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,BT Message download failure,To verify message download failure when device is disconnected during SMS download,Pending,Bluetooth,"Prakash, Shravya",Android-O,Unassigned,MAP,Unassigned,Functional
40747,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9056?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Calling,To verify if HU is able to goto sleep when ignition is turned off and active call is ended from HMI,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Sanity,HFP,,Functional
44052,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:44052?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Personal Assistant- Hybrid Focus SWC,To verify SWC Button Long press Behavior when Phone is Connected without active call and Personal Assistant Active--Long Press VR,Pending,Bluetooth,"Sreekumari, Sreeja",FCAR1,Sanity,AG_HFP,Unassigned,Functional
42883,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/urn:com.ibm.rqm:testcase:42883?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,LDAC Decoder support,To verify Bit Rate of LDAC Codec can be switched 16 kbps to 24 kbps to 32 kbps,Pending,Bluetooth,"Prakash, Shravya",Android-O,Unassigned,A2DP,Unassigned,Functional
40759,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_9068?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Calling,To verify if HU is able to remain in the BODY ON when ignition is turned off when there is an outgoing call,Pending,Bluetooth,"Kumar, Naveen",FCAR1,Sanity,HFP,,Functional
40255,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_10057?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,TC_HF_RHH_BV_05_I,"To verify that the HF receives the updated response and hold call status from the AG, after a held incoming call is accepted.",Pending,Bluetooth,"Kumar, Naveen",WiCoME,PTS,HFP,Unassigned,PTS
